Weight,Temp_Bottom,Temp_Middle,Temp_Top,Current,Voltage,Energy_Q
727.06,125.00,59.40,33.10,0.00,0.00,0.000
726.96,125.00,60.40,33.30,0.00,0.00,0.000
726.99,125.00,60.90,33.50,0.00,0.00,0.000
726.91,125.00,61.40,33.80,0.00,0.00,0.000
726.95,125.00,61.90,34.00,0.00,0.00,0.000
726.94,125.00,62.80,34.10,0.00,0.00,0.000
726.82,125.00,63.20,34.30,0.00,0.00,0.000
726.86,125.00,63.60,34.50,0.00,0.00,0.000
726.81,125.00,64.40,34.70,0.00,0.00,0.000
726.88,125.00,64.90,34.90,0.00,0.00,0.000
726.79,125.00,65.20,35.10,0.00,0.00,0.000
726.71,125.00,65.90,35.20,0.00,0.00,0.000
726.69,125.00,66.30,35.40,0.00,0.00,0.000
726.69,125.00,66.70,35.60,0.00,0.00,0.000
726.69,125.00,67.30,35.80,0.00,0.00,0.000
726.60,125.00,67.70,35.90,0.00,0.00,0.000
726.62,125.00,68.00,36.00,0.00,0.00,0.000
726.54,125.00,68.60,36.20,0.00,0.00,0.000
726.79,125.00,68.90,36.40,0.00,0.00,0.000
726.72,125.00,69.10,36.50,0.00,0.00,0.000
726.61,125.00,69.70,36.70,0.00,0.00,0.000
726.59,125.00,70.00,36.80,0.00,0.00,0.000
726.57,125.00,70.20,36.90,0.00,0.00,0.000
726.50,125.00,70.70,37.20,0.00,0.00,0.000
726.40,125.00,71.00,37.30,0.00,0.00,0.000
726.40,125.00,71.20,37.50,0.00,0.00,0.000
726.32,125.00,71.60,37.60,0.00,0.00,0.000
726.31,125.00,71.90,37.70,0.00,0.00,0.000
726.22,125.00,72.00,38.00,0.00,0.00,0.000
726.25,125.00,72.20,38.10,0.00,0.00,0.000
726.13,125.00,72.30,38.20,0.00,0.00,0.000
726.20,125.00,72.30,38.30,0.00,0.00,0.000
726.16,125.00,72.20,38.30,0.00,0.00,0.000
726.15,125.00,72.10,38.50,0.00,0.00,0.000
726.18,125.00,71.80,38.50,0.00,0.00,0.000
726.09,125.00,71.30,38.60,0.00,0.00,0.000
726.15,125.00,70.90,38.50,0.00,0.00,0.000
726.13,125.00,70.40,38.50,0.00,0.00,0.000
726.00,125.00,69.40,38.50,0.00,0.00,0.000
725.92,125.00,68.80,38.50,0.00,0.00,0.000
725.93,125.00,68.30,38.40,0.00,0.00,0.000
725.77,125.00,67.20,38.40,0.00,0.00,0.000
725.83,125.00,66.70,38.40,0.00,0.00,0.000
725.79,125.00,66.30,38.20,0.00,0.00,0.000
725.74,125.00,65.40,38.20,0.00,0.00,0.000
725.72,125.00,65.00,38.10,0.00,0.00,0.000
725.73,125.00,64.70,38.10,0.00,0.00,0.000
725.73,125.00,64.10,38.00,0.00,0.00,0.000
725.66,125.00,63.90,37.90,0.00,0.00,0.000
725.66,125.00,63.70,37.90,0.00,0.00,0.000
725.48,125.00,63.40,37.90,0.00,0.00,0.000
724.96,125.00,63.40,37.80,0.00,0.00,0.000
724.90,125.00,63.50,37.90,0.00,0.00,0.000
724.95,125.00,63.90,37.90,0.00,0.00,0.000
724.97,125.00,64.10,37.90,0.00,0.00,0.000
724.88,125.00,64.40,37.90,0.00,0.00,0.000
725.13,125.00,65.00,37.90,0.00,0.00,0.000
725.17,125.00,65.40,38.00,0.00,0.00,0.000
726.96,125.00,65.70,38.10,0.00,0.00,0.000
726.10,125.00,66.40,38.10,0.00,0.00,0.000
726.05,125.00,66.80,38.20,0.00,0.00,0.000
725.85,125.00,67.10,38.20,0.00,0.00,0.000
725.80,125.00,67.90,38.40,0.00,0.00,0.000
725.84,125.00,68.30,38.50,0.00,0.00,0.000
725.94,125.00,68.60,38.60,0.00,0.00,0.000
725.88,125.00,69.40,38.70,0.00,0.00,0.000
725.78,125.00,69.70,38.80,0.00,0.00,0.000
725.57,125.00,70.10,39.00,0.00,0.00,0.000
725.77,125.00,70.80,39.10,0.00,0.00,0.000
725.65,125.00,71.20,39.20,0.00,0.00,0.000
725.81,125.00,71.50,39.30,0.00,0.00,0.000
725.25,125.00,72.20,39.40,0.00,0.00,0.000
725.56,125.00,72.50,39.70,0.00,0.00,0.000
725.02,125.00,72.80,39.80,0.00,0.00,0.000
725.18,125.00,73.40,39.90,0.00,0.00,0.000
725.14,125.00,73.70,40.10,0.00,0.00,0.000
725.28,125.00,74.00,40.20,0.00,0.00,0.000
725.32,125.00,74.50,40.40,0.00,0.00,0.000
725.36,125.00,74.60,40.60,0.00,0.00,0.000
725.37,125.00,74.70,40.70,0.00,0.00,0.000
724.61,125.00,74.70,40.80,0.00,0.00,0.000
724.77,125.00,74.50,41.00,0.00,0.00,0.000
724.75,125.00,74.20,41.20,0.00,0.00,0.000
724.81,125.00,73.50,41.20,0.00,0.00,0.000
724.72,125.00,73.10,41.30,0.00,0.00,0.000
724.77,125.00,72.60,41.30,0.00,0.00,0.000
724.73,125.00,71.40,41.40,0.00,0.00,0.000
724.70,125.00,70.70,41.40,0.00,0.00,0.000
724.71,125.00,69.90,41.30,0.00,0.00,0.000
724.72,125.00,68.50,41.30,0.00,0.00,0.000
724.56,125.00,67.90,41.30,0.00,0.00,0.000
724.53,125.00,67.20,41.20,0.00,0.00,0.000
724.55,125.00,66.10,41.10,0.00,0.00,0.000
724.55,125.00,65.60,41.00,0.00,0.00,0.000
724.49,125.00,65.20,40.90,0.00,0.00,0.000
724.48,125.00,64.60,40.80,0.00,0.00,0.000
724.44,125.00,64.30,40.70,0.00,0.00,0.000
724.42,125.00,64.10,40.60,0.00,0.00,0.000
724.37,125.00,63.90,40.50,0.00,0.00,0.000
724.40,125.00,63.90,40.40,0.00,0.00,0.000
724.35,125.00,63.90,40.40,0.00,0.00,0.000
724.37,125.00,64.20,40.20,0.00,0.00,0.000
724.35,125.00,64.30,40.20,0.00,0.00,0.000
724.28,125.00,64.60,40.20,0.00,0.00,0.000
724.27,125.00,65.10,40.20,0.00,0.00,0.000
724.23,125.00,65.30,40.20,0.00,0.00,0.000
724.13,125.00,65.60,40.20,0.00,0.00,0.000
724.17,125.00,66.20,40.30,0.00,0.00,0.000
724.11,125.00,66.60,40.30,0.00,0.00,0.000
724.10,125.00,66.90,40.40,0.00,0.00,0.000
723.96,125.00,67.60,40.40,0.00,0.00,0.000
723.98,125.00,67.90,40.50,0.00,0.00,0.000
724.02,125.00,68.30,40.60,0.00,0.00,0.000
723.92,125.00,69.00,40.70,0.00,0.00,0.000
723.88,125.00,69.30,40.80,0.00,0.00,0.000
723.83,125.00,69.70,40.90,0.00,0.00,0.000
723.79,125.00,70.40,41.10,0.00,0.00,0.000
723.78,125.00,70.70,41.20,0.00,0.00,0.000
723.74,125.00,71.10,41.30,0.00,0.00,0.000
723.69,125.00,71.70,41.40,0.00,0.00,0.000
723.61,125.00,72.00,41.50,0.00,0.00,0.000
723.56,125.00,72.30,41.70,0.00,0.00,0.000
723.64,125.00,73.00,41.80,0.00,0.00,0.000
723.53,125.00,73.20,41.90,0.00,0.00,0.000
723.82,125.00,73.50,42.10,0.00,0.00,0.000
723.46,125.00,74.10,42.20,0.00,0.00,0.000
723.31,125.00,74.30,42.40,0.00,0.00,0.000
722.78,125.00,74.60,42.60,0.00,0.00,0.000
723.12,125.00,74.80,42.70,0.00,0.00,0.000
723.02,125.00,74.80,42.80,0.00,0.00,0.000
723.04,125.00,74.80,42.90,0.00,0.00,0.000
723.01,125.00,74.50,43.10,0.00,0.00,0.000
722.86,125.00,74.30,43.20,0.00,0.00,0.000
722.93,125.00,73.90,43.20,0.00,0.00,0.000
722.88,125.00,73.00,43.30,0.00,0.00,0.000
722.90,125.00,72.40,43.30,0.00,0.00,0.000
722.88,125.00,71.80,43.30,0.00,0.00,0.000
722.80,125.00,70.40,43.30,0.00,0.00,0.000
722.79,125.00,69.70,43.20,0.00,0.00,0.000
722.77,125.00,69.00,43.10,0.00,0.00,0.000
722.76,125.00,67.70,43.10,0.00,0.00,0.000
722.68,125.00,67.00,42.80,0.00,0.00,0.000
722.64,125.00,66.40,42.70,0.00,0.00,0.000
722.60,125.00,65.50,42.60,0.00,0.00,0.000
722.51,125.00,65.00,42.50,0.00,0.00,0.000
722.60,125.00,64.70,42.40,0.00,0.00,0.000
723.16,125.00,64.20,42.20,0.00,0.00,0.000
723.08,125.00,64.00,42.00,0.00,0.00,0.000
723.04,125.00,63.90,42.00,0.00,0.00,0.000
722.98,125.00,63.90,41.90,0.00,0.00,0.000
723.03,125.00,63.90,41.80,0.00,0.00,0.000
722.92,125.00,64.00,41.60,0.00,0.00,0.000
722.99,125.00,64.50,41.50,0.00,0.00,0.000
722.95,125.00,64.70,41.50,0.00,0.00,0.000
722.98,125.00,65.00,41.50,0.00,0.00,0.000
722.90,125.00,65.50,41.40,0.00,0.00,0.000
722.85,125.00,65.90,41.40,0.00,0.00,0.000
722.84,125.00,66.20,41.40,0.00,0.00,0.000
722.85,125.00,66.90,41.50,0.00,0.00,0.000
722.79,125.00,67.20,41.50,0.00,0.00,0.000
722.76,125.00,67.50,41.60,0.00,0.00,0.000
722.71,125.00,68.30,41.70,0.00,0.00,0.000
722.60,125.00,68.70,41.70,0.00,0.00,0.000
722.69,125.00,69.00,41.80,0.00,0.00,0.000
722.60,125.00,69.70,41.90,0.00,0.00,0.000
722.55,125.00,70.00,42.00,0.00,0.00,0.000
721.24,125.00,70.40,42.10,0.00,0.00,0.000
721.57,125.00,71.00,42.20,0.00,0.00,0.000
721.52,125.00,71.40,42.30,0.00,0.00,0.000
721.62,125.00,71.70,42.40,0.00,0.00,0.000
721.53,125.00,72.40,42.60,0.00,0.00,0.000
721.56,125.00,72.70,42.70,0.00,0.00,0.000
721.56,125.00,73.00,42.80,0.00,0.00,0.000
721.58,125.00,73.60,42.90,0.00,0.00,0.000
721.58,125.00,73.90,43.00,0.00,0.00,0.000
721.47,125.00,74.20,43.20,0.00,0.00,0.000
721.55,125.00,74.70,43.30,0.00,0.00,0.000
721.50,125.00,74.80,43.50,0.00,0.00,0.000
721.50,125.00,74.90,43.60,0.00,0.00,0.000
721.43,125.00,74.80,43.70,0.00,0.00,0.000
721.39,125.00,74.70,43.90,0.00,0.00,0.000
721.36,125.00,74.50,44.00,0.00,0.00,0.000
721.30,125.00,73.80,44.00,0.00,0.00,0.000
721.35,125.00,73.30,44.00,0.00,0.00,0.000
721.23,125.00,72.70,44.00,0.00,0.00,0.000
721.24,125.00,71.50,44.10,0.00,0.00,0.000
721.24,125.00,70.80,44.00,0.00,0.00,0.000
721.15,125.00,70.10,44.00,0.00,0.00,0.000
721.20,125.00,68.70,44.00,0.00,0.00,0.000
721.17,125.00,68.10,43.90,0.00,0.00,0.000
721.12,125.00,67.40,43.70,0.00,0.00,0.000
721.06,125.00,66.30,43.60,0.00,0.00,0.000
721.22,125.00,65.90,43.50,0.00,0.00,0.000
721.22,125.00,65.50,43.40,0.00,0.00,0.000
721.21,125.00,64.90,43.30,0.00,0.00,0.000
721.15,125.00,64.70,43.10,0.00,0.00,0.000
721.17,125.00,64.50,43.00,0.00,0.00,0.000
721.12,125.00,64.30,43.00,0.00,0.00,0.000
721.05,125.00,64.30,42.90,0.00,0.00,0.000
721.08,125.00,64.30,42.90,0.00,0.00,0.000
721.00,125.00,64.60,42.70,0.00,0.00,0.000
720.99,125.00,64.80,42.70,0.00,0.00,0.000
721.04,125.00,65.00,42.70,0.00,0.00,0.000
720.87,125.00,32.60,42.70,0.00,0.00,0.000
720.97,125.00,65.70,42.70,0.00,0.00,0.000
720.96,125.00,66.00,42.70,0.00,0.00,0.000
720.80,125.00,66.90,42.80,0.00,0.00,0.000
720.84,125.00,67.30,42.90,0.00,0.00,0.000
720.76,125.00,68.00,42.90,0.00,0.00,0.000
720.70,125.00,68.30,43.10,0.00,0.00,0.000
720.66,125.00,68.70,43.10,0.00,0.00,0.000
720.69,125.00,69.40,43.20,0.00,0.00,0.000
720.58,125.00,69.70,43.30,0.00,0.00,0.000
720.55,125.00,70.00,43.40,0.00,0.00,0.000
720.55,125.00,70.80,43.50,0.00,0.00,0.000
720.50,125.00,71.10,43.70,0.00,0.00,0.000
720.53,125.00,71.40,43.80,0.00,0.00,0.000
720.48,125.00,72.10,43.90,0.00,0.00,0.000
720.47,125.00,72.40,44.00,0.00,0.00,0.000
720.41,125.00,72.70,44.20,0.00,0.00,0.000
720.34,125.00,73.30,44.30,0.00,0.00,0.000
720.31,125.00,73.70,44.50,0.00,0.00,0.000
720.33,125.00,74.00,44.60,0.00,0.00,0.000
720.23,125.00,74.50,44.70,0.00,0.00,0.000
720.19,125.00,74.70,44.90,0.00,0.00,0.000
720.24,125.00,74.90,45.00,0.00,0.00,0.000
720.13,125.00,75.00,45.10,0.00,0.00,0.000
720.11,125.00,75.00,45.30,0.00,0.00,0.000
720.06,125.00,74.90,45.40,0.00,0.00,0.000
720.11,125.00,74.40,45.50,0.00,0.00,0.000
720.01,125.00,74.10,45.60,0.00,0.00,0.000
720.00,125.00,73.70,45.60,0.00,0.00,0.000
719.98,125.00,72.60,45.60,0.00,0.00,0.000
719.97,125.00,72.00,45.60,0.00,0.00,0.000
719.96,125.00,71.40,45.50,0.00,0.00,0.000
719.91,125.00,70.00,45.50,0.00,0.00,0.000
719.92,125.00,69.20,45.40,0.00,0.00,0.000
719.87,125.00,68.50,45.30,0.00,0.00,0.000
719.91,125.00,67.20,45.20,0.00,0.00,0.000
719.90,125.00,66.60,45.10,0.00,0.00,0.000
719.90,125.00,66.10,44.90,0.00,0.00,0.000
719.83,125.00,65.30,44.80,0.00,0.00,0.000
719.79,125.00,64.90,44.60,0.00,0.00,0.000
719.73,125.00,64.60,44.60,0.00,0.00,0.000
719.72,125.00,64.10,44.20,0.00,0.00,0.000
719.70,125.00,64.10,44.10,0.00,0.00,0.000
719.60,125.00,64.20,44.00,0.00,0.00,0.000
719.59,125.00,64.30,43.90,0.00,0.00,0.000
720.12,125.00,64.90,43.90,0.00,0.00,0.000
720.33,125.00,65.10,43.90,0.00,0.00,0.000
720.16,125.00,65.40,43.90,0.00,0.00,0.000
720.14,125.00,65.90,43.90,0.00,0.00,0.000
720.11,125.00,66.30,44.00,0.00,0.00,0.000
720.07,125.00,66.60,44.00,0.00,0.00,0.000
720.02,125.00,67.40,44.00,0.00,0.00,0.000
720.01,125.00,67.70,44.10,0.00,0.00,0.000
719.95,125.00,68.00,44.30,0.00,0.00,0.000
719.84,125.00,68.70,44.30,0.00,0.00,0.000
719.34,125.00,69.10,44.40,0.00,0.00,0.000
719.57,125.00,69.50,44.50,0.00,0.00,0.000
719.53,125.00,70.20,44.60,0.00,0.00,0.000
719.48,125.00,70.60,44.80,0.00,0.00,0.000
719.49,125.00,70.90,44.90,0.00,0.00,0.000
719.43,125.00,71.60,45.00,0.00,0.00,0.000
719.40,125.00,71.90,45.10,0.00,0.00,0.000
719.35,125.00,72.30,45.30,0.00,0.00,0.000
719.29,125.00,72.90,45.40,0.00,0.00,0.000
719.26,125.00,73.20,45.60,0.00,0.00,0.000
719.24,125.00,73.50,45.70,0.00,0.00,0.000
719.19,125.00,74.10,45.80,0.00,0.00,0.000
719.17,125.00,74.40,45.90,0.00,0.00,0.000
719.06,125.00,74.60,46.10,0.00,0.00,0.000
719.03,125.00,75.10,46.20,0.00,0.00,0.000
719.05,125.00,75.20,46.30,0.00,0.00,0.000
719.03,125.00,75.20,46.40,0.00,0.00,0.000
719.06,125.00,75.10,46.50,0.00,0.00,0.000
719.03,125.00,74.90,46.70,0.00,0.00,0.000
719.03,125.00,74.60,46.70,0.00,0.00,0.000
718.98,125.00,73.80,46.80,0.00,0.00,0.000
718.94,125.00,73.30,46.80,0.00,0.00,0.000
718.97,125.00,72.80,46.80,0.00,0.00,0.000
718.97,125.00,71.50,46.80,0.00,0.00,0.000
718.90,125.00,70.80,46.70,0.00,0.00,0.000
718.88,125.00,70.00,46.60,0.00,0.00,0.000
718.90,125.00,68.70,46.50,0.00,0.00,0.000
718.80,125.00,68.00,46.40,0.00,0.00,0.000
718.79,125.00,67.40,46.10,0.00,0.00,0.000
718.82,125.00,66.30,46.00,0.00,0.00,0.000
718.78,125.00,65.90,45.90,0.00,0.00,0.000
718.73,125.00,65.40,45.80,0.00,0.00,0.000
718.70,125.00,64.80,45.60,0.00,0.00,0.000
718.57,125.00,64.60,45.40,0.00,0.00,0.000
718.61,125.00,64.40,45.30,0.00,0.00,0.000
718.56,125.00,64.30,45.20,0.00,0.00,0.000
718.68,125.00,64.30,45.00,0.00,0.00,0.000
718.56,125.00,64.30,45.00,0.00,0.00,0.000
718.49,125.00,64.50,44.90,0.00,0.00,0.000
718.48,125.00,64.70,44.80,0.00,0.00,0.000
718.50,125.00,64.90,44.70,0.00,0.00,0.000
718.49,125.00,65.30,44.70,0.00,0.00,0.000
718.51,125.00,65.60,44.70,0.00,0.00,0.000
718.47,125.00,65.80,44.70,0.00,0.00,0.000
718.28,125.00,66.70,44.70,0.00,0.00,0.000
718.29,125.00,66.90,44.70,0.00,0.00,0.000
718.36,125.00,68.00,44.90,0.00,0.00,0.000
718.19,125.00,68.30,44.90,0.00,0.00,0.000
718.18,125.00,68.90,45.00,0.00,0.00,0.000
718.18,125.00,69.30,45.10,0.00,0.00,0.000
718.11,125.00,69.60,45.10,0.00,0.00,0.000
718.03,125.00,70.20,45.30,0.00,0.00,0.000
718.04,125.00,70.50,45.40,0.00,0.00,0.000
717.91,125.00,70.80,45.50,0.00,0.00,0.000
717.90,125.00,71.50,45.60,0.00,0.00,0.000
717.91,125.00,71.70,45.70,0.00,0.00,0.000
717.87,125.00,72.00,45.90,0.00,0.00,0.000
717.79,125.00,72.70,46.00,0.00,0.00,0.000
717.89,125.00,72.90,46.10,0.00,0.00,0.000
717.76,125.00,73.20,46.20,0.00,0.00,0.000
717.73,125.00,73.70,46.30,0.00,0.00,0.000
717.81,125.00,74.10,46.60,0.00,0.00,0.000
717.68,125.00,74.30,46.70,0.00,0.00,0.000
717.68,125.00,74.70,46.80,0.00,0.00,0.000
717.67,125.00,74.70,46.90,0.00,0.00,0.000
717.62,125.00,74.70,47.00,0.00,0.00,0.000
716.55,125.00,74.40,47.10,0.00,0.00,0.000
716.75,125.00,74.20,47.20,0.00,0.00,0.000
716.95,125.00,73.80,47.30,0.00,0.00,0.000
716.88,125.00,73.00,47.30,0.00,0.00,0.000
716.93,125.00,72.40,47.30,0.00,0.00,0.000
716.96,125.00,71.80,47.30,0.00,0.00,0.000
716.91,125.00,70.50,47.30,0.00,0.00,0.000
716.99,125.00,69.80,47.20,0.00,0.00,0.000
716.94,125.00,69.10,47.10,0.00,0.00,0.000
717.08,125.00,67.80,47.00,0.00,0.00,0.000
717.45,125.00,67.20,46.80,0.00,0.00,0.000
717.48,125.00,66.70,46.70,0.00,0.00,0.000
717.31,125.00,65.80,46.50,0.00,0.00,0.000
717.40,125.00,65.40,46.40,0.00,0.00,0.000
717.25,125.00,65.00,46.20,0.00,0.00,0.000
717.17,125.00,64.50,46.00,0.00,0.00,0.000
717.20,125.00,64.30,45.90,0.00,0.00,0.000
717.26,125.00,64.20,45.80,0.00,0.00,0.000
717.21,125.00,64.10,45.50,0.00,0.00,0.000
717.21,125.00,64.20,45.40,0.00,0.00,0.000
717.14,125.00,64.60,45.30,0.00,0.00,0.000
717.10,125.00,64.80,45.20,0.00,0.00,0.000
717.10,125.00,65.00,45.20,0.00,0.00,0.000
716.98,125.00,65.50,45.20,0.00,0.00,0.000
716.92,125.00,65.80,45.20,0.00,0.00,0.000
716.31,125.00,66.00,45.20,0.00,0.00,0.000
716.44,125.00,66.60,45.20,0.00,0.00,0.000
716.48,125.00,67.00,45.30,0.00,0.00,0.000
716.54,125.00,67.30,45.30,0.00,0.00,0.000
716.56,125.00,67.90,45.40,0.00,0.00,0.000
715.07,125.00,68.20,45.50,0.00,0.00,0.000
715.07,125.00,68.60,45.50,0.00,0.00,0.000
715.13,125.00,69.30,45.60,0.00,0.00,0.000
715.10,125.00,69.50,45.80,0.00,0.00,0.000
715.08,125.00,69.90,45.90,0.00,0.00,0.000
714.98,125.00,70.60,46.00,0.00,0.00,0.000
715.05,125.00,70.80,46.00,0.00,0.00,0.000
714.96,125.00,71.20,46.10,0.00,0.00,0.000
715.01,125.00,71.70,46.30,0.00,0.00,0.000
714.89,125.00,72.00,46.40,0.00,0.00,0.000
714.93,125.00,72.30,46.50,0.00,0.00,0.000
714.88,125.00,72.90,46.60,0.00,0.00,0.000
714.78,125.00,73.10,46.70,0.00,0.00,0.000
714.76,125.00,73.40,46.90,0.00,0.00,0.000
714.72,125.00,73.90,47.10,0.00,0.00,0.000
714.70,125.00,74.10,47.20,0.00,0.00,0.000
714.66,125.00,74.30,47.30,0.00,0.00,0.000
714.67,125.00,74.60,47.40,0.00,0.00,0.000
714.69,125.00,74.70,47.60,0.00,0.00,0.000
714.70,125.00,74.60,47.70,0.00,0.00,0.000
714.65,125.00,74.30,47.70,0.00,0.00,0.000
714.60,125.00,74.10,47.80,0.00,0.00,0.000
714.62,125.00,73.70,47.80,0.00,0.00,0.000
714.61,125.00,72.80,47.80,0.00,0.00,0.000
714.55,125.00,72.30,47.80,0.00,0.00,0.000
714.62,125.00,71.70,47.80,0.00,0.00,0.000
714.59,125.00,70.40,47.80,0.00,0.00,0.000
714.57,125.00,69.60,47.70,0.00,0.00,0.000
714.58,125.00,69.00,47.40,0.00,0.00,0.000
714.54,125.00,67.60,47.40,0.00,0.00,0.000
714.52,125.00,67.00,47.20,0.00,0.00,0.000
714.49,125.00,66.40,47.00,0.00,0.00,0.000
714.54,125.00,65.40,46.90,0.00,0.00,0.000
714.41,125.00,65.00,46.60,0.00,0.00,0.000
714.50,125.00,64.70,46.50,0.00,0.00,0.000
714.51,125.00,64.10,46.30,0.00,0.00,0.000
714.36,125.00,63.90,46.20,0.00,0.00,0.000
714.40,125.00,63.80,46.00,0.00,0.00,0.000
714.36,125.00,63.70,45.80,0.00,0.00,0.000
714.31,125.00,63.70,45.70,0.00,0.00,0.000
714.23,125.00,63.70,45.60,0.00,0.00,0.000
714.27,125.00,64.10,45.50,0.00,0.00,0.000
714.14,125.00,64.30,45.40,0.00,0.00,0.000
714.22,125.00,64.50,45.40,0.00,0.00,0.000
714.25,125.00,65.00,45.40,0.00,0.00,0.000
714.23,125.00,65.30,45.40,0.00,0.00,0.000
714.14,125.00,65.60,45.40,0.00,0.00,0.000
714.16,125.00,66.30,45.50,0.00,0.00,0.000
714.29,125.00,66.60,45.50,0.00,0.00,0.000
714.11,125.00,66.90,45.60,0.00,0.00,0.000
714.07,125.00,67.60,45.70,0.00,0.00,0.000
714.04,125.00,68.00,45.70,0.00,0.00,0.000
713.98,125.00,68.30,45.90,0.00,0.00,0.000
713.94,125.00,69.00,45.90,0.00,0.00,0.000
713.90,125.00,69.30,46.10,0.00,0.00,0.000
713.78,125.00,69.60,46.10,0.00,0.00,0.000
713.88,125.00,70.30,46.20,0.00,0.00,0.000
713.87,125.00,70.60,46.40,0.00,0.00,0.000
713.89,125.00,70.90,46.50,0.00,0.00,0.000
713.86,125.00,71.50,46.60,0.00,0.00,0.000
713.83,125.00,71.80,46.80,0.00,0.00,0.000
713.83,125.00,72.20,46.90,0.00,0.00,0.000
713.75,125.00,72.70,47.10,0.00,0.00,0.000
713.77,125.00,73.00,47.20,0.00,0.00,0.000
713.65,125.00,73.20,47.30,0.00,0.00,0.000
713.70,125.00,73.70,47.40,0.00,0.00,0.000
713.63,125.00,73.90,47.50,0.00,0.00,0.000
713.67,125.00,74.20,47.70,0.00,0.00,0.000
713.57,125.00,74.50,47.80,0.00,0.00,0.000
713.48,125.00,74.60,47.90,0.00,0.00,0.000
713.56,125.00,74.60,48.00,0.00,0.00,0.000
713.52,125.00,74.40,48.10,0.00,0.00,0.000
713.51,125.00,74.20,48.20,0.00,0.00,0.000
713.46,125.00,73.90,48.20,0.00,0.00,0.000
713.47,125.00,73.00,48.30,0.00,0.00,0.000
713.52,125.00,72.50,48.30,0.00,0.00,0.000
713.58,125.00,71.90,48.20,0.00,0.00,0.000
713.51,125.00,70.70,48.10,0.00,0.00,0.000
713.42,125.00,70.00,48.10,0.00,0.00,0.000
713.38,125.00,69.30,48.00,0.00,0.00,0.000
713.41,125.00,68.00,47.90,0.00,0.00,0.000
713.42,125.00,67.40,47.80,0.00,0.00,0.000
713.40,125.00,66.80,47.50,0.00,0.00,0.000
713.29,125.00,65.80,47.30,0.00,0.00,0.000
713.37,125.00,65.40,47.20,0.00,0.00,0.000
713.29,125.00,65.00,47.00,0.00,0.00,0.000
713.27,125.00,64.40,46.90,0.00,0.00,0.000
713.25,125.00,64.10,46.60,0.00,0.00,0.000
713.21,125.00,63.90,46.50,0.00,0.00,0.000
713.20,125.00,63.60,46.40,0.00,0.00,0.000
713.22,125.00,63.60,46.30,0.00,0.00,0.000
713.20,125.00,63.60,46.20,0.00,0.00,0.000
713.11,125.00,63.60,46.10,0.00,0.00,0.000
713.18,125.00,63.70,46.00,0.00,0.00,0.000
713.09,125.00,63.80,46.00,0.00,0.00,0.000
