Weight,Temp_Bottom,Temp_Middle,Temp_Top,Current,Voltage,Energy_Q
742.26,26.00,64.80,40.20,0.00,0.00,0.000
742.32,26.00,64.40,40.10,0.00,0.00,0.000
745.49,26.00,63.90,40.00,0.00,0.00,0.000
790.49,26.00,63.30,40.00,0.00,0.00,0.000
751.35,26.00,63.00,39.90,0.00,0.00,0.000
742.26,26.00,62.80,39.80,0.00,0.00,0.000
742.22,26.00,62.40,39.80,0.00,0.00,0.000
742.13,26.00,62.30,39.70,0.00,0.00,0.000
743.15,26.10,62.20,39.70,0.00,0.00,0.000
742.57,26.10,62.10,39.70,0.00,0.00,0.000
742.35,26.20,62.20,39.60,0.00,0.00,0.000
742.35,26.20,62.20,39.60,0.00,0.00,0.000
742.26,26.30,62.40,39.60,0.00,0.00,0.000
742.29,26.50,62.80,39.60,0.00,0.00,0.000
742.18,26.60,63.00,39.60,0.00,0.00,0.000
742.10,26.70,63.20,39.60,0.00,0.00,0.000
742.14,26.70,63.60,39.70,0.00,0.00,0.000
742.01,26.70,63.90,39.70,0.00,0.00,0.000
742.04,26.80,64.10,39.70,0.00,0.00,0.000
741.90,26.80,64.70,39.80,0.00,0.00,0.000
741.84,26.80,65.00,39.90,0.00,0.00,0.000
741.87,26.80,65.30,39.90,0.00,0.00,0.000
741.81,26.80,65.80,40.00,0.00,0.00,0.000
741.76,26.80,66.10,40.00,0.00,0.00,0.000
741.72,26.80,66.40,40.20,0.00,0.00,0.000
741.71,26.80,67.00,40.30,0.00,0.00,0.000
741.62,26.80,67.20,40.40,0.00,0.00,0.000
741.61,26.80,67.50,40.50,0.00,0.00,0.000
741.56,26.80,68.10,40.60,0.00,0.00,0.000
741.48,26.90,68.40,40.80,0.00,0.00,0.000
741.45,26.90,68.60,40.90,0.00,0.00,0.000
741.38,26.90,69.20,41.00,0.00,0.00,0.000
741.31,26.90,69.50,41.10,0.00,0.00,0.000
741.28,26.80,69.70,41.20,0.00,0.00,0.000
741.30,26.90,70.20,41.40,0.00,0.00,0.000
741.24,26.90,70.40,41.50,0.00,0.00,0.000
741.18,26.90,70.60,41.60,0.00,0.00,0.000
741.22,26.80,71.00,41.70,0.00,0.00,0.000
741.20,26.80,71.10,41.80,0.00,0.00,0.000
741.15,26.80,71.20,42.00,0.00,0.00,0.000
741.11,26.80,71.20,42.10,0.00,0.00,0.000
741.12,26.70,71.10,42.20,0.00,0.00,0.000
741.01,26.70,71.00,42.20,0.00,0.00,0.000
740.99,26.60,70.70,42.20,0.00,0.00,0.000
740.91,26.50,70.40,42.30,0.00,0.00,0.000
740.91,26.50,70.10,42.30,0.00,0.00,0.000
740.78,26.40,69.40,42.30,0.00,0.00,0.000
740.80,26.40,69.00,42.30,0.00,0.00,0.000
740.78,26.40,68.50,42.30,0.00,0.00,0.000
740.72,26.30,67.60,42.20,0.00,0.00,0.000
740.69,26.20,67.00,42.10,0.00,0.00,0.000
740.70,26.20,66.60,42.00,0.00,0.00,0.000
740.66,26.20,65.60,41.90,0.00,0.00,0.000
740.61,26.20,65.10,41.80,0.00,0.00,0.000
740.59,26.20,64.70,41.70,0.00,0.00,0.000
740.59,26.20,63.90,41.60,0.00,0.00,0.000
740.46,26.10,63.50,41.50,0.00,0.00,0.000
740.56,26.10,63.20,41.40,0.00,0.00,0.000
740.42,26.20,62.70,41.30,0.00,0.00,0.000
740.40,26.20,62.50,41.20,0.00,0.00,0.000
740.31,26.30,62.40,41.20,0.00,0.00,0.000
740.28,26.30,62.30,41.10,0.00,0.00,0.000
740.20,26.30,62.20,41.10,0.00,0.00,0.000
740.27,26.30,62.20,41.10,0.00,0.00,0.000
740.31,26.40,62.20,41.00,0.00,0.00,0.000
740.15,26.40,62.30,41.00,0.00,0.00,0.000
740.12,26.40,62.50,41.00,0.00,0.00,0.000
740.18,26.40,62.70,41.00,0.00,0.00,0.000
740.08,26.50,62.90,41.00,0.00,0.00,0.000
739.99,26.50,63.20,41.00,0.00,0.00,0.000
739.98,26.60,63.50,41.10,0.00,0.00,0.000
739.97,26.60,63.70,41.20,0.00,0.00,0.000
739.96,26.60,64.20,41.20,0.00,0.00,0.000
739.89,26.60,64.50,41.20,0.00,0.00,0.000
739.89,26.70,64.80,41.30,0.00,0.00,0.000
739.78,26.70,65.30,41.40,0.00,0.00,0.000
739.77,26.70,65.60,41.40,0.00,0.00,0.000
739.83,26.70,65.90,41.50,0.00,0.00,0.000
739.30,26.70,66.50,41.60,0.00,0.00,0.000
739.74,26.80,66.70,41.70,0.00,0.00,0.000
739.54,26.80,67.00,41.80,0.00,0.00,0.000
739.68,26.90,67.50,41.90,0.00,0.00,0.000
739.67,26.90,67.70,42.00,0.00,0.00,0.000
739.60,27.00,67.90,42.10,0.00,0.00,0.000
737.92,27.00,68.50,42.40,0.00,0.00,0.000
739.50,27.10,68.60,42.50,0.00,0.00,0.000
739.46,27.00,68.90,42.60,0.00,0.00,0.000
739.41,27.00,69.30,42.80,0.00,0.00,0.000
739.40,27.10,69.50,42.90,0.00,0.00,0.000
739.34,27.10,69.70,43.20,0.00,0.00,0.000
739.20,27.20,70.10,43.30,0.00,0.00,0.000
739.31,27.20,70.20,43.40,0.00,0.00,0.000
739.22,27.30,70.30,43.50,0.00,0.00,0.000
739.20,27.20,70.40,43.60,0.00,0.00,0.000
739.18,27.20,70.50,43.80,0.00,0.00,0.000
739.06,27.10,70.40,43.90,0.00,0.00,0.000
739.04,27.00,70.20,43.90,0.00,0.00,0.000
739.01,26.90,70.00,44.00,0.00,0.00,0.000
738.98,26.90,69.80,44.00,0.00,0.00,0.000
738.89,26.80,69.20,44.00,0.00,0.00,0.000
738.97,26.70,68.90,44.00,0.00,0.00,0.000
738.89,26.60,68.50,43.90,0.00,0.00,0.000
738.93,26.60,67.70,43.90,0.00,0.00,0.000
738.79,26.50,67.20,43.80,0.00,0.00,0.000
738.77,26.40,66.70,43.60,0.00,0.00,0.000
738.78,26.30,65.90,43.50,0.00,0.00,0.000
738.72,26.20,65.40,43.40,0.00,0.00,0.000
738.70,26.30,65.00,43.40,0.00,0.00,0.000
738.63,26.20,64.20,43.30,0.00,0.00,0.000
738.51,26.20,63.80,43.10,0.00,0.00,0.000
738.53,26.20,63.50,43.00,0.00,0.00,0.000
738.43,26.30,62.80,42.90,0.00,0.00,0.000
738.44,26.40,62.60,42.80,0.00,0.00,0.000
738.39,26.40,62.40,42.70,0.00,0.00,0.000
738.40,26.50,62.30,42.70,0.00,0.00,0.000
738.37,26.50,62.20,42.60,0.00,0.00,0.000
738.33,26.60,62.20,42.60,0.00,0.00,0.000
738.31,26.60,62.30,42.60,0.00,0.00,0.000
738.22,26.70,62.30,42.60,0.00,0.00,0.000
738.17,26.80,62.40,42.70,0.00,0.00,0.000
738.22,26.80,62.50,42.70,0.00,0.00,0.000
738.13,26.80,62.80,42.80,0.00,0.00,0.000
738.08,26.80,63.00,42.80,0.00,0.00,0.000
738.12,26.80,63.20,42.90,0.00,0.00,0.000
738.02,26.90,63.60,43.00,0.00,0.00,0.000
738.06,26.90,63.80,43.10,0.00,0.00,0.000
737.88,26.90,64.00,43.10,0.00,0.00,0.000
737.79,26.90,64.50,43.20,0.00,0.00,0.000
737.78,27.00,64.80,43.30,0.00,0.00,0.000
737.72,27.00,65.10,43.40,0.00,0.00,0.000
737.77,27.00,65.60,43.50,0.00,0.00,0.000
737.68,27.00,65.90,43.60,0.00,0.00,0.000
737.64,27.00,66.10,43.70,0.00,0.00,0.000
737.62,27.10,66.60,43.90,0.00,0.00,0.000
737.54,27.10,66.90,44.00,0.00,0.00,0.000
737.53,27.20,67.20,44.10,0.00,0.00,0.000
737.49,27.20,67.70,44.20,0.00,0.00,0.000
737.46,27.20,67.90,44.40,0.00,0.00,0.000
737.51,27.20,68.20,44.60,0.00,0.00,0.000
737.35,27.20,68.70,44.70,0.00,0.00,0.000
737.34,27.20,68.90,44.80,0.00,0.00,0.000
737.24,27.20,69.20,45.00,0.00,0.00,0.000
737.21,27.10,69.50,45.10,0.00,0.00,0.000
737.27,27.10,69.70,45.30,0.00,0.00,0.000
737.24,27.10,69.90,45.40,0.00,0.00,0.000
737.14,27.10,70.00,45.50,0.00,0.00,0.000
737.18,27.00,70.00,45.60,0.00,0.00,0.000
737.05,27.00,70.00,45.70,0.00,0.00,0.000
737.06,26.80,69.80,45.80,0.00,0.00,0.000
737.07,26.70,69.60,45.80,0.00,0.00,0.000
736.98,26.70,69.40,45.80,0.00,0.00,0.000
737.00,26.70,68.90,45.80,0.00,0.00,0.000
736.95,26.60,68.60,45.80,0.00,0.00,0.000
736.92,26.40,68.20,45.70,0.00,0.00,0.000
736.90,26.40,67.40,45.60,0.00,0.00,0.000
736.94,26.30,67.00,45.50,0.00,0.00,0.000
736.82,26.30,66.50,45.40,0.00,0.00,0.000
736.74,26.20,65.70,45.30,0.00,0.00,0.000
736.74,26.10,65.20,45.10,0.00,0.00,0.000
736.78,26.10,64.80,45.00,0.00,0.00,0.000
736.77,26.10,64.10,44.90,0.00,0.00,0.000
736.62,26.10,63.80,44.80,0.00,0.00,0.000
736.64,26.10,63.50,44.70,0.00,0.00,0.000
736.67,26.20,31.60,44.50,0.00,0.00,0.000
736.61,26.30,62.80,44.50,0.00,0.00,0.000
736.60,26.30,62.70,44.40,0.00,0.00,0.000
736.51,26.30,62.50,44.30,0.00,0.00,0.000
736.50,26.30,62.40,44.30,0.00,0.00,0.000
736.46,26.30,62.30,44.30,0.00,0.00,0.000
736.42,26.40,62.30,44.30,0.00,0.00,0.000
736.41,26.40,62.40,44.30,0.00,0.00,0.000
736.35,26.40,62.50,44.20,0.00,0.00,0.000
736.39,26.40,62.60,44.30,0.00,0.00,0.000
736.35,26.50,62.80,44.30,0.00,0.00,0.000
736.28,26.60,62.90,44.40,0.00,0.00,0.000
736.26,26.70,63.10,44.40,0.00,0.00,0.000
736.24,26.70,63.50,44.50,0.00,0.00,0.000
736.24,26.70,63.70,44.60,0.00,0.00,0.000
736.16,26.80,63.90,44.80,0.00,0.00,0.000
736.10,26.90,64.60,45.00,0.00,0.00,0.000
736.04,26.90,64.80,45.10,0.00,0.00,0.000
736.12,26.90,65.40,45.20,0.00,0.00,0.000
735.97,27.00,65.60,45.40,0.00,0.00,0.000
735.96,27.00,65.90,45.50,0.00,0.00,0.000
735.97,27.00,66.30,45.60,0.00,0.00,0.000
735.90,27.00,66.60,45.80,0.00,0.00,0.000
735.88,27.00,66.80,45.90,0.00,0.00,0.000
735.83,27.10,67.40,46.20,0.00,0.00,0.000
735.78,27.20,67.60,46.30,0.00,0.00,0.000
735.75,27.20,67.90,46.40,0.00,0.00,0.000
735.75,27.30,68.40,46.50,0.00,0.00,0.000
735.66,27.40,68.60,46.60,0.00,0.00,0.000
735.69,27.50,68.80,46.90,0.00,0.00,0.000
735.54,27.40,69.30,47.00,0.00,0.00,0.000
735.58,27.50,69.50,47.20,0.00,0.00,0.000
735.49,27.50,69.70,47.20,0.00,0.00,0.000
735.50,27.50,69.90,47.40,0.00,0.00,0.000
735.50,27.40,70.00,47.50,0.00,0.00,0.000
735.39,27.40,70.00,47.60,0.00,0.00,0.000
735.46,27.30,70.00,47.60,0.00,0.00,0.000
735.44,27.30,69.90,47.60,0.00,0.00,0.000
735.27,27.20,69.70,47.70,0.00,0.00,0.000
735.38,27.00,69.30,47.70,0.00,0.00,0.000
734.98,27.00,69.00,47.60,0.00,0.00,0.000
735.13,26.90,68.70,47.60,0.00,0.00,0.000
735.06,26.70,67.90,47.50,0.00,0.00,0.000
734.98,26.70,67.40,47.40,0.00,0.00,0.000
735.01,26.50,67.00,47.20,0.00,0.00,0.000
734.97,26.40,66.00,47.10,0.00,0.00,0.000
734.97,26.40,65.50,46.90,0.00,0.00,0.000
734.99,26.40,65.10,46.80,0.00,0.00,0.000
734.88,26.40,64.30,46.70,0.00,0.00,0.000
734.82,26.40,63.90,46.40,0.00,0.00,0.000
734.91,26.40,63.60,46.30,0.00,0.00,0.000
734.81,26.40,62.80,46.00,0.00,0.00,0.000
734.80,26.40,62.70,46.00,0.00,0.00,0.000
734.83,26.40,62.50,45.80,0.00,0.00,0.000
734.68,26.40,62.30,45.70,0.00,0.00,0.000
734.72,26.50,62.30,45.70,0.00,0.00,0.000
734.70,26.50,62.30,45.60,0.00,0.00,0.000
734.70,26.50,62.30,45.50,0.00,0.00,0.000
734.66,26.60,62.40,45.50,0.00,0.00,0.000
734.54,26.70,62.50,45.50,0.00,0.00,0.000
734.46,26.70,62.80,45.50,0.00,0.00,0.000
734.50,26.70,63.00,45.50,0.00,0.00,0.000
734.51,26.80,63.10,45.50,0.00,0.00,0.000
734.54,26.80,63.50,45.60,0.00,0.00,0.000
734.40,26.90,63.80,45.60,0.00,0.00,0.000
734.39,26.90,64.00,45.60,0.00,0.00,0.000
734.38,27.00,64.70,45.80,0.00,0.00,0.000
734.26,27.00,65.00,45.90,0.00,0.00,0.000
734.22,27.00,65.50,46.00,0.00,0.00,0.000
734.22,27.10,65.80,46.00,0.00,0.00,0.000
734.15,27.10,66.10,46.10,0.00,0.00,0.000
734.16,27.10,66.60,46.30,0.00,0.00,0.000
734.14,27.10,66.90,46.40,0.00,0.00,0.000
734.17,27.10,67.20,46.50,0.00,0.00,0.000
734.10,27.00,67.70,46.70,0.00,0.00,0.000
734.14,27.00,67.90,46.70,0.00,0.00,0.000
733.99,27.00,68.20,46.80,0.00,0.00,0.000
734.02,27.00,68.70,47.10,0.00,0.00,0.000
733.99,26.90,69.00,47.20,0.00,0.00,0.000
733.96,26.90,69.20,47.30,0.00,0.00,0.000
733.95,26.90,69.70,47.40,0.00,0.00,0.000
733.86,26.90,69.90,47.50,0.00,0.00,0.000
733.87,26.90,70.10,47.80,0.00,0.00,0.000
733.79,26.90,70.50,47.90,0.00,0.00,0.000
733.79,26.90,70.60,48.00,0.00,0.00,0.000
733.70,26.90,70.70,48.40,0.00,0.00,0.000
733.70,26.80,70.70,125.00,0.00,0.00,0.000
733.71,26.80,70.70,125.00,0.00,0.00,0.000
733.63,26.80,70.50,125.00,0.00,0.00,0.000
733.64,26.80,70.20,125.00,0.00,0.00,0.000
733.55,26.70,69.90,125.00,0.00,0.00,0.000
733.52,26.60,69.70,125.00,0.00,0.00,0.000
733.51,26.60,69.00,125.00,0.00,0.00,0.000
733.51,26.50,68.60,125.00,0.00,0.00,0.000
733.46,26.50,68.10,125.00,0.00,0.00,0.000
733.48,26.40,67.20,125.00,0.00,0.00,0.000
733.40,26.40,66.70,125.00,0.00,0.00,0.000
733.42,26.30,66.30,125.00,0.00,0.00,0.000
733.37,26.20,65.30,125.00,0.00,0.00,0.000
733.33,26.10,64.90,125.00,0.00,0.00,0.000
733.34,26.10,64.50,125.00,0.00,0.00,0.000
733.25,26.00,63.30,125.00,0.00,0.00,0.000
733.19,26.00,62.70,125.00,0.00,0.00,0.000
733.25,26.00,62.60,125.00,0.00,0.00,0.000
733.24,26.10,62.50,125.00,0.00,0.00,0.000
733.16,26.10,62.40,125.00,0.00,0.00,0.000
733.05,26.10,62.50,125.00,0.00,0.00,0.000
733.02,26.10,62.50,125.00,0.00,0.00,0.000
733.09,26.10,62.60,125.00,0.00,0.00,0.000
733.02,26.20,62.80,125.00,0.00,0.00,0.000
733.03,26.20,62.90,125.00,0.00,0.00,0.000
732.98,26.30,63.20,125.00,0.00,0.00,0.000
732.99,26.30,63.40,125.00,0.00,0.00,0.000
732.89,26.40,63.60,125.00,0.00,0.00,0.000
732.84,26.50,64.10,125.00,0.00,0.00,0.000
732.84,26.60,64.30,125.00,0.00,0.00,0.000
732.83,26.60,64.50,125.00,0.00,0.00,0.000
732.75,26.60,65.20,125.00,0.00,0.00,0.000
732.74,26.70,65.50,125.00,0.00,0.00,0.000
732.65,26.80,66.10,125.00,0.00,0.00,0.000
732.67,26.80,66.30,125.00,0.00,0.00,0.000
732.63,26.80,66.60,125.00,0.00,0.00,0.000
732.68,26.90,67.10,125.00,0.00,0.00,0.000
732.58,26.90,67.30,125.00,0.00,0.00,0.000
732.56,26.90,67.60,125.00,0.00,0.00,0.000
732.52,26.90,68.20,125.00,0.00,0.00,0.000
732.45,26.90,68.40,125.00,0.00,0.00,0.000
732.43,26.90,68.70,125.00,0.00,0.00,0.000
732.43,26.90,69.20,125.00,0.00,0.00,0.000
732.36,26.90,69.40,125.00,0.00,0.00,0.000
732.33,26.90,69.70,125.00,0.00,0.00,0.000
732.27,26.90,70.10,125.00,0.00,0.00,0.000
732.27,26.90,70.30,125.00,0.00,0.00,0.000
732.22,26.90,70.50,125.00,0.00,0.00,0.000
732.29,26.80,70.80,125.00,0.00,0.00,0.000
732.21,26.80,70.80,125.00,0.00,0.00,0.000
732.11,26.80,70.80,125.00,0.00,0.00,0.000
732.08,26.70,70.70,125.00,0.00,0.00,0.000
732.05,26.70,70.60,125.00,0.00,0.00,0.000
732.06,26.60,70.40,125.00,0.00,0.00,0.000
732.10,26.60,69.90,125.00,0.00,0.00,0.000
731.94,26.50,69.60,125.00,0.00,0.00,0.000
732.03,26.50,69.20,125.00,0.00,0.00,0.000
731.97,26.40,68.40,125.00,0.00,0.00,0.000
731.98,26.30,68.00,125.00,0.00,0.00,0.000
731.90,26.20,67.50,125.00,0.00,0.00,0.000
731.89,26.20,66.50,125.00,0.00,0.00,0.000
731.85,26.20,66.10,125.00,0.00,0.00,0.000
731.81,26.10,65.60,125.00,0.00,0.00,0.000
731.81,26.10,64.80,125.00,0.00,0.00,0.000
731.77,26.10,64.40,125.00,0.00,0.00,0.000
731.77,26.10,64.00,125.00,0.00,0.00,0.000
731.67,26.10,63.20,125.00,0.00,0.00,0.000
731.69,26.10,63.00,125.00,0.00,0.00,0.000
731.65,26.20,31.40,125.00,0.00,0.00,0.000
731.61,26.20,62.60,125.00,0.00,0.00,0.000
731.64,26.20,62.60,125.00,0.00,0.00,0.000
731.64,26.20,62.50,125.00,0.00,0.00,0.000
731.60,26.30,62.60,125.00,0.00,0.00,0.000
731.55,26.30,62.60,125.00,0.00,0.00,0.000
731.55,26.30,62.70,125.00,0.00,0.00,0.000
731.50,26.30,62.90,125.00,0.00,0.00,0.000
731.46,26.40,63.00,125.00,0.00,0.00,0.000
731.41,26.50,63.20,125.00,0.00,0.00,0.000
731.56,26.50,63.60,125.00,0.00,0.00,0.000
731.29,26.60,63.80,125.00,0.00,0.00,0.000
731.32,26.60,64.00,125.00,0.00,0.00,0.000
731.28,26.70,64.50,125.00,0.00,0.00,0.000
731.28,26.70,64.80,125.00,0.00,0.00,0.000
731.22,26.80,65.00,125.00,0.00,0.00,0.000
731.27,26.80,65.50,125.00,0.00,0.00,0.000
731.20,26.80,65.80,125.00,0.00,0.00,0.000
731.16,26.90,66.00,125.00,0.00,0.00,0.000
731.23,26.90,66.60,125.00,0.00,0.00,0.000
731.21,26.90,66.90,125.00,0.00,0.00,0.000
731.10,26.90,67.10,125.00,0.00,0.00,0.000
731.15,27.00,67.60,125.00,0.00,0.00,0.000
731.04,27.00,67.90,125.00,0.00,0.00,0.000
731.01,27.10,68.20,125.00,0.00,0.00,0.000
730.86,27.10,68.70,125.00,0.00,0.00,0.000
730.85,27.10,69.00,125.00,0.00,0.00,0.000
730.90,27.10,69.20,125.00,0.00,0.00,0.000
730.83,27.20,69.70,125.00,0.00,0.00,0.000
730.82,27.10,69.90,125.00,0.00,0.00,0.000
730.70,27.10,70.10,125.00,0.00,0.00,0.000
730.71,27.10,70.50,125.00,0.00,0.00,0.000
730.64,27.10,70.70,125.00,0.00,0.00,0.000
730.63,27.00,70.80,125.00,0.00,0.00,0.000
730.62,27.00,70.80,125.00,0.00,0.00,0.000
730.66,27.00,70.80,125.00,0.00,0.00,0.000
730.55,26.90,70.80,125.00,0.00,0.00,0.000
730.54,26.90,70.50,125.00,0.00,0.00,0.000
730.43,26.70,70.30,125.00,0.00,0.00,0.000
730.59,26.70,70.00,125.00,0.00,0.00,0.000
730.54,26.60,69.40,125.00,0.00,0.00,0.000
730.59,26.50,69.00,125.00,0.00,0.00,0.000
730.46,26.40,68.60,125.00,0.00,0.00,0.000
730.38,26.40,67.70,125.00,0.00,0.00,0.000
730.41,26.30,67.20,125.00,0.00,0.00,0.000
730.39,26.30,66.70,125.00,0.00,0.00,0.000
730.47,26.30,65.80,125.00,0.00,0.00,0.000
730.29,26.30,65.30,125.00,0.00,0.00,0.000
730.37,26.30,64.90,125.00,0.00,0.00,0.000
730.35,26.30,64.10,125.00,0.00,0.00,0.000
730.26,26.30,63.80,125.00,0.00,0.00,0.000
730.28,26.30,63.50,125.00,0.00,0.00,0.000
730.31,26.30,62.80,125.00,0.00,0.00,0.000
730.37,26.30,62.60,125.00,0.00,0.00,0.000
730.36,26.30,62.50,125.00,0.00,0.00,0.000
730.32,26.30,62.40,125.00,0.00,0.00,0.000
730.31,26.30,62.40,125.00,0.00,0.00,0.000
730.23,26.50,62.40,125.00,0.00,0.00,0.000
730.20,26.50,62.60,125.00,0.00,0.00,0.000
730.15,26.50,62.60,125.00,0.00,0.00,0.000
730.15,26.60,62.70,125.00,0.00,0.00,0.000
730.16,26.60,63.00,125.00,0.00,0.00,0.000
730.06,26.70,63.20,125.00,0.00,0.00,0.000
730.11,26.80,63.40,125.00,0.00,0.00,0.000
730.00,26.80,63.80,125.00,0.00,0.00,0.000
730.04,26.90,64.00,125.00,0.00,0.00,0.000
730.05,26.90,64.20,125.00,0.00,0.00,0.000
729.96,27.00,65.00,125.00,0.00,0.00,0.000
729.90,27.00,65.30,125.00,0.00,0.00,0.000
729.84,27.00,65.80,125.00,0.00,0.00,0.000
729.88,27.00,66.00,125.00,0.00,0.00,0.000
729.88,26.90,66.30,125.00,0.00,0.00,0.000
729.83,27.00,66.80,125.00,0.00,0.00,0.000
729.77,27.00,67.10,125.00,0.00,0.00,0.000
729.73,27.00,67.40,125.00,0.00,0.00,0.000
729.73,27.00,67.90,125.00,0.00,0.00,0.000
729.67,27.10,68.10,125.00,0.00,0.00,0.000
729.65,27.10,68.40,125.00,0.00,0.00,0.000
729.60,27.20,68.90,125.00,0.00,0.00,0.000
729.54,27.20,69.20,125.00,0.00,0.00,0.000
729.53,27.20,69.40,125.00,0.00,0.00,0.000
729.48,27.30,69.90,125.00,0.00,0.00,0.000
729.76,27.30,70.10,125.00,0.00,0.00,0.000
729.24,27.40,70.30,125.00,0.00,0.00,0.000
729.22,27.40,70.60,125.00,0.00,0.00,0.000
729.24,27.40,70.70,125.00,0.00,0.00,0.000
729.24,27.30,70.80,125.00,0.00,0.00,0.000
729.20,27.20,70.80,125.00,0.00,0.00,0.000
729.19,27.30,70.70,125.00,0.00,0.00,0.000
729.14,27.20,70.60,125.00,0.00,0.00,0.000
729.15,27.10,70.20,125.00,0.00,0.00,0.000
729.02,27.00,70.00,125.00,0.00,0.00,0.000
729.07,26.90,69.70,125.00,0.00,0.00,0.000
729.06,26.80,68.90,125.00,0.00,0.00,0.000
729.08,26.70,68.50,125.00,0.00,0.00,0.000
728.99,26.60,68.10,125.00,0.00,0.00,0.000
729.04,26.50,67.10,125.00,0.00,0.00,0.000
728.91,26.50,66.60,125.00,0.00,0.00,0.000
728.96,26.40,66.20,125.00,0.00,0.00,0.000
728.89,26.40,65.30,125.00,0.00,0.00,0.000
728.82,26.40,64.80,125.00,0.00,0.00,0.000
728.96,26.30,64.40,125.00,0.00,0.00,0.000
728.77,26.40,63.50,125.00,0.00,0.00,0.000
728.89,26.40,63.20,125.00,0.00,0.00,0.000
728.81,26.50,31.50,125.00,0.00,0.00,0.000
728.83,26.60,62.70,125.00,0.00,0.00,0.000
728.74,26.70,62.60,125.00,0.00,0.00,0.000
728.74,26.70,62.50,125.00,0.00,0.00,0.000
728.71,26.80,62.50,125.00,0.00,0.00,0.000
728.75,26.80,62.50,125.00,0.00,0.00,0.000
728.69,26.90,62.60,125.00,0.00,0.00,0.000
728.63,26.90,62.70,125.00,0.00,0.00,0.000
728.50,26.90,62.80,125.00,0.00,0.00,0.000
728.43,26.90,63.00,125.00,0.00,0.00,0.000
728.40,26.90,63.30,125.00,0.00,0.00,0.000
728.21,27.00,63.50,125.00,0.00,0.00,0.000
